gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,truncated_by_depth,betweenness,betweenness_percentile,n_peers,external_communities,largest_in_share,largest_out_share,temporal_out_share,turnover_kzt,operation_count
100000000274067100,peripheral,0.3,1,0.667508,"Роль неоднозначна: входов=2, выходов=3; оборот=3486704.00 KZT; временная поддержка=2%; правила иных ролей не выполнены",1,False,2,3,517704.0,2969000.0,9,9,0.0004137036512851875,5.734937338710924,False,0.0,0.0,4,0,0.5794817115571833,0.9767598518019536,0.018524755810037048,3486704.0,18
100000000287768100,terminal,0.59,0,0.198105,"Наблюдаемый получатель: входов=1, вход=35168.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,35168.0,0.0,1,0,0.0002886880716986401,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,35168.0,1
100000000288317100,peripheral,0.3,0,0.674732,"Роль неоднозначна: входов=2, выходов=3; оборот=153500.00 KZT; временная поддержка=56%; правила иных ролей не выполнены",3,False,2,3,100000.0,53500.0,2,3,0.0003128334856204945,0.535,False,5.73936999109528e-05,0.6398865784499055,5,1,0.5,0.5607476635514018,0.5607476635514018,153500.0,5
100000000291906100,peripheral,0.3,6,0.849586,"Роль неоднозначна: входов=2, выходов=2; оборот=843854.00 KZT; временная поддержка=12%; правила иных ролей не выполнены",2,False,2,2,388000.0,455854.0,3,6,0.0007629373053537488,1.1748814432989692,False,7.682503099191591e-05,0.7098298676748582,3,1,0.979381443298969,0.6482338643513055,0.12174950751775789,843854.0,9
100000000291908100,peripheral,0.55,6,0.717745,"Мало связей: входов=1, выходов=1; оборот=308800.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",3,False,1,1,295500.0,13300.0,5,1,0.0007065527083397005,0.045008460236886635,False,2.0870436331255566e-05,0.43194706994328924,2,0,1.0,1.0,1.0,308800.0,6
100000000297649100,peripheral,0.55,7,0.485767,"Мало связей: входов=1, выходов=1; оборот=110600.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",2,False,1,1,40000.0,70600.0,1,2,0.0008091385858414708,1.765,False,0.0,0.0,1,0,1.0,1.0,0.0,110600.0,3
100000000299820100,peripheral,0.2,8,0.244493,"Вход=1, 10000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,10000.0,0.0,1,0,0.0004501620352243438,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,10000.0,1
100000000307908100,terminal,0.59,9,0.141532,"Наблюдаемый получатель: входов=1, вход=5000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,5000.0,0.0,1,0,0.0002964337747494595,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,5000.0,1
100000000331309100,coordinator,0.897353,10,0.98422,"Гипотеза связующего: соседей=104, внешних сообществ=13; посредничество=0.00373; не доказательство управления",2,False,5,99,984635.0,23001375.0,8,126,0.0008756899038073762,23.360306103276848,False,0.003725764735777501,0.9867674858223062,104,13,0.3249935255196088,0.09006113764937966,0.6672137209188581,23986010.0,134
100000000332284100,peripheral,0.3,10,0.859711,"Роль неоднозначна: входов=10, выходов=3; оборот=396926.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",2,False,10,3,107426.0,289500.0,12,3,0.0007170946224349074,2.69487833485376,False,0.00010281174468897086,0.7618147448015122,13,4,0.22085900992310986,0.9430051813471503,1.0,396926.0,15
100000000343175100,coordinator,0.886389,11,0.961049,"Гипотеза связующего: соседей=39, внешних сообществ=10; посредничество=0.00098; не доказательство управления",0,True,8,31,178712.0,4000039.0,14,33,0.0007132581979384051,22.382598818210305,False,0.000983287573382587,0.9319470699432892,39,10,0.3290209946729934,0.15549848388978207,0.9702627899377981,4178751.0,47
100000000369781100,peripheral,0.2,10,0.238795,"Вход=1, 5000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,5000.0,0.0,1,0,0.0005324777910582564,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,5000.0,1
100000000375150100,peripheral,0.2,12,0.491734,"Вход=1, 300000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,300000.0,0.0,1,0,0.0007463802351751578,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,300000.0,1
100000000404740100,peripheral,0.2,13,0.322622,"Вход=1, 25000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,25000.0,0.0,1,0,0.0005579900727464834,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,25000.0,1
100000000408846100,terminal,0.59,14,0.247342,"Наблюдаемый получатель: входов=1, вход=40500.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,40500.0,0.0,1,0,0.0002957255734808806,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,40500.0,1
100000000413678100,peripheral,0.3,8,0.744494,"Роль неоднозначна: входов=2, выходов=3; оборот=834698.00 KZT; временная поддержка=25%; правила иных ролей не выполнены",3,False,2,3,306500.0,528198.0,2,18,0.00030069885417385005,1.723321370309951,False,5.73936999109528e-05,0.6398865784499055,5,1,0.5106035889070146,0.8002642948288331,0.25085100663008947,834698.0,20
100000000424935100,peripheral,0.2,15,0.193237,"Вход=1, 15000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,15000.0,0.0,1,0,0.00030144797323543743,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,15000.0,1
100000000425407100,terminal,0.59,2,0.220132,"Наблюдаемый получатель: входов=1, вход=20000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,20000.0,0.0,1,0,0.0003050945932713814,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,20000.0,1
100000000437046100,coordinator,0.890926,0,0.972305,"Гипотеза связующего: соседей=48, внешних сообществ=7; посредничество=0.00195; не доказательство управления",2,False,9,42,1107200.0,7606224.0,20,73,0.0007924860106097877,6.86978323699422,False,0.0019507410715349169,0.9546313799621928,48,7,0.4895231213872832,0.14527352862603046,0.718001336799968,8713424.0,93
100000000440392100,terminal,0.59,16,0.369572,"Наблюдаемый получатель: входов=1, вход=105705.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,105705.0,0.0,4,0,0.0002969344900653258,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,105705.0,4
100000000456947100,peripheral,0.0,17,0.0,"Связей=0, операций=0; изолирован, данных для роли нет",0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
100000000470237100,peripheral,0.2,15,0.346961,"Вход=1, 32500.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,32500.0,0.0,1,0,0.000584633394176413,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,32500.0,1
100000000481716100,terminal,0.59,18,0.222533,"Наблюдаемый получатель: входов=1, вход=8000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,8000.0,0.0,1,0,0.0003771539261882796,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,8000.0,1
100000000489417100,peripheral,0.3,12,0.610028,"Роль неоднозначна: входов=3, выходов=1; оборот=153504.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",2,False,3,1,73504.0,80000.0,3,1,0.0005517574141078734,1.0883761427949499,False,1.8696432546749776e-05,0.1266540642722117,4,1,0.38778841967784067,1.0,0.0,153504.0,4
100000000490383100,distributor,0.748323,16,0.819435,"Гипотеза распределения: входов=3, получателей=8; выход=461375.00 KZT; крупнейший выход=74%; источник средств неизвестен",2,False,3,8,62600.0,461375.0,3,9,0.0005480373500605439,7.37020766773163,False,4.695848174532502e-05,0.6086956521739131,11,2,0.8242811501597445,0.7445136819290166,0.0,523975.0,12
100000000500040100,peripheral,0.2,0,0.221658,"Вход=1, 20000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,20000.0,0.0,1,0,0.00030605044673656407,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,20000.0,1
100000000507799100,peripheral,0.55,19,0.397506,"Мало связей: входов=1, выходов=1; оборот=13132.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",1,False,1,1,5132.0,8000.0,1,1,0.0002861210768679897,1.558846453624318,False,0.0001147873998219056,0.7731568998109641,2,1,1.0,1.0,1.0,13132.0,2
100000000533217100,terminal,0.59,0,0.388863,"Наблюдаемый получатель: входов=1, вход=53587.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,53587.0,0.0,1,0,0.0006536029907362595,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,53587.0,1
100000000534581100,transit,0.828699,8,0.500388,"Гипотеза транзита: вход=55960.00, выход=40000.00 KZT; после входа за 1–7 дней=100% выхода; те же деньги не установлены",3,False,2,1,55960.0,40000.0,2,1,0.0002984533219886514,0.7147962830593281,False,1.9131233303650935e-05,0.2580340264650284,3,1,0.839385275196569,1.0,1.0,95960.0,3
100000000542087100,peripheral,0.2,20,0.094067,"Вход=1, 8506.91 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,8506.91,0.0,1,0,0.0002864146027372091,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,8506.91,1
100000000552584100,peripheral,0.55,21,0.673777,"Мало связей: входов=1, выходов=1; оборот=2557500.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",3,False,1,1,2500000.0,57500.0,3,1,0.0013254360037725061,0.023,False,0.0,0.0,2,0,1.0,1.0,1.0,2557500.0,4
100000000555721100,terminal,0.63,0,0.452019,"Наблюдаемый получатель: входов=2, вход=113000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,2,0,113000.0,0.0,3,0,0.00030809196179581376,0.0,False,0.0,0.0,2,0,0.8407079646017699,0.0,0.0,113000.0,3
100000000557536100,peripheral,0.2,20,0.409231,"Вход=1, 153000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,153000.0,0.0,7,0,0.00030077248827335636,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,153000.0,7
100000000560751100,terminal,0.59,12,0.321097,"Наблюдаемый получатель: входов=1, вход=25000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,25000.0,0.0,1,0,0.0005524500973404968,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,25000.0,1
100000000561160100,peripheral,0.2,2,0.443955,"Вход=1, 240000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,240000.0,0.0,1,0,0.00043625462329844033,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,240000.0,1
100000000569479100,terminal,0.59,0,0.45028,"Наблюдаемый получатель: входов=1, вход=320000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,320000.0,0.0,1,0,0.0003949532398197791,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,320000.0,1
100000000572276100,peripheral,0.55,22,0.309105,"Мало связей: входов=1, выходов=1; оборот=47622.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,1,13075.0,34547.0,1,1,0.00028761001118010675,2.6422179732313578,False,1.7392030276046304e-06,0.024574669187145556,2,0,1.0,1.0,0.0,47622.0,2
100000000580561100,peripheral,0.3,23,0.716659,"Роль неоднозначна: входов=2, выходов=3; оборот=1516057.00 KZT; временная поддержка=81%; правила иных ролей не выполнены",0,True,2,3,27980.0,1488077.0,3,13,0.0008349888856684654,53.183595425303785,False,5.238070294903358e-06,0.10113421550094517,3,0,0.6676197283774125,0.5342465477256889,0.8107624807049635,1516057.0,16
100000000581662100,peripheral,0.2,24,0.222286,"Вход=1, 21160.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,21160.0,0.0,1,0,0.00030291662853066217,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,21160.0,1
100000000581682100,peripheral,0.2,15,0.114883,"Вход=1, 5000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,5000.0,0.0,1,0,0.0002908621872233397,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,5000.0,1
100000000583220100,peripheral,0.55,25,0.594477,"Мало связей: входов=1, выходов=1; оборот=766255.00 KZT; временная поддержка=5%; правила иных ролей не выполнены",3,False,1,1,5000.0,761255.0,1,4,0.0002981132552282115,152.251,False,1.9131233303650935e-05,0.2580340264650284,2,1,1.0,1.0,0.052544810871521366,766255.0,5
100000000594783100,peripheral,0.55,21,0.688829,"Мало связей: входов=1, выходов=2; оборот=2787500.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",3,False,1,2,2635000.0,152500.0,10,2,0.0013815888060884878,0.05787476280834915,False,0.0,0.0,2,0,1.0,0.6065573770491803,1.0,2787500.0,12
100000000596954100,peripheral,0.3,2,0.687436,"Роль неоднозначна: входов=1, выходов=2; оборот=168100.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",2,False,1,2,120000.0,48100.0,1,2,0.0005156144546495897,0.4008333333333333,False,3.826246660730187e-05,0.5245746691871456,3,0,1.0,0.8274428274428275,1.0,168100.0,3
100000000600707100,peripheral,0.2,26,0.445256,"Вход=1, 89000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,89000.0,0.0,2,0,0.0005701602511841814,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,89000.0,2
100000000607731100,peripheral,0.55,27,0.434186,"Мало связей: входов=1, выходов=1; оборот=86666.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",1,False,1,1,20000.0,66666.0,1,1,0.0003175358448925586,3.3333,False,0.0,0.0,2,0,1.0,1.0,0.0,86666.0,2
100000000607941100,peripheral,0.55,16,0.712529,"Мало связей: входов=2, выходов=1; оборот=120000.00 KZT; временная поддержка=29%; правила иных ролей не выполнены",2,False,2,1,50000.0,70000.0,3,4,0.0005785720589504693,1.4,False,5.73936999109528e-05,0.6398865784499055,2,0,0.6,1.0,0.2857142857142857,120000.0,7
100000000608031100,peripheral,0.2,28,0.330451,"Вход=1, 30000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,30000.0,0.0,1,0,0.0005386366709608575,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,30000.0,1
100000000611474100,terminal,0.59,29,0.346961,"Наблюдаемый получатель: входов=1, вход=32000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,32000.0,0.0,1,0,0.0005956216679556007,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,32000.0,1
100000000625169100,terminal,0.59,22,0.120446,"Наблюдаемый получатель: входов=1, вход=10000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,10000.0,0.0,1,0,0.00028896566732328953,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,10000.0,1
100000000627521100,peripheral,0.2,30,0.086754,"Вход=1, 6500.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,6500.0,0.0,1,0,0.00028609897888673294,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,6500.0,1
100000000629812100,terminal,0.63,31,0.303611,"Наблюдаемый получатель: входов=2, вход=22000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,2,0,22000.0,0.0,2,0,0.0002979840074392023,0.0,False,0.0,0.0,2,1,0.5454545454545454,0.0,0.0,22000.0,2
100000000634341100,peripheral,0.2,0,0.352142,"Вход=1, 24000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,24000.0,0.0,2,0,0.00055493827193886,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,24000.0,2
100000000640800100,peripheral,0.3,8,0.778255,"Роль неоднозначна: входов=1, выходов=4; оборот=598135.00 KZT; временная поддержка=37%; правила иных ролей не выполнены",3,False,1,4,80000.0,518135.0,1,6,0.00030324034248046286,6.4766875,False,0.0001659655193889666,0.8223062381852552,5,1,1.0,0.8213033282831694,0.3694674167929208,598135.0,7
100000000646541100,consolidator,0.819289,0,0.437046,Гипотеза сбора: отправителей=3; вход=25300.00 KZT; выход/вход=0.00; крупнейший вход=41%,2,False,3,0,25300.0,0.0,4,0,0.0005058630830440055,0.0,False,0.0,0.0,3,1,0.40711462450592883,0.0,0.0,25300.0,4
100000000655469100,peripheral,0.2,32,0.290949,"Вход=1, 20000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,20000.0,0.0,2,0,0.00034543115072670856,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,20000.0,2
100000000656682100,transit,0.84375,0,0.558768,"Гипотеза транзита: вход=71000.00, выход=80000.00 KZT; после входа за 1–7 дней=81% выхода; те же деньги не установлены",3,False,1,2,71000.0,80000.0,1,3,0.0002895680118780556,1.1267605633802817,False,3.826246660730187e-05,0.5245746691871456,3,0,1.0,0.8125,0.8125,151000.0,4
100000000661131100,terminal,0.59,22,0.131886,"Наблюдаемый получатель: входов=1, вход=15600.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,15600.0,0.0,1,0,0.00028800410757254345,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,15600.0,1
100000000661912100,transit,0.840873,8,0.939701,"Гипотеза транзита: вход=393036.00, выход=430700.00 KZT; после входа за 1–7 дней=75% выхода; те же деньги не установлены",1,False,5,2,393036.0,430700.0,9,8,0.0017491597591117627,1.0958283719557496,False,0.0011902617323585006,0.941398865784499,6,1,0.3205813207950417,0.9419549570466682,0.75156721615974,823736.0,17
100000000667713100,transit,0.777559,16,0.744812,"Гипотеза транзита: вход=119495.00, выход=79236.00 KZT; после входа за 1–7 дней=75% выхода; те же деньги не установлены",1,False,2,6,119495.0,79236.0,10,7,0.00032010597213203194,0.663090505878907,False,9.86758816650847e-05,0.7561436672967864,7,2,0.8933009749361898,0.2831541218637993,0.7452420616891312,198731.0,17
100000000673868100,peripheral,0.3,33,0.879622,"Роль неоднозначна: входов=1, выходов=5; оборот=2413650.00 KZT; временная поддержка=71%; правила иных ролей не выполнены",3,False,1,5,2030650.0,383000.0,5,19,0.0011728050936714379,0.18860955851574618,False,5.73936999109528e-05,0.6398865784499055,5,0,1.0,0.39033942558746737,0.7101827676240209,2413650.0,24
100000000673915100,peripheral,0.2,20,0.14963,"Вход=1, 20200.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,20200.0,0.0,1,0,0.0002875765133018172,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,20200.0,1
100000000703894100,peripheral,0.55,27,0.517766,"Мало связей: входов=1, выходов=1; оборот=155000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",1,False,1,1,120000.0,35000.0,1,1,0.00047736859826889746,0.2916666666666667,False,0.0,0.0,2,0,1.0,1.0,0.0,155000.0,2
100000000703902100,terminal,0.59,22,0.192093,"Наблюдаемый получатель: входов=1, вход=25499.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,25499.0,0.0,1,0,0.00029092123563524295,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,25499.0,1
100000000704700100,peripheral,0.2,34,0.258401,"Вход=1, 10000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,10000.0,0.0,1,0,0.000533255171856773,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,10000.0,1
100000000706545100,consolidator,0.781984,16,0.761065,Гипотеза сбора: отправителей=3; вход=1070300.00 KZT; выход/вход=0.07; крупнейший вход=67%,1,False,3,1,1070300.0,75800.0,8,3,0.0032266260404967407,0.07082126506586939,False,1.9131233303650935e-05,0.2580340264650284,3,0,0.6739231991030552,1.0,0.0,1146100.0,11
100000000718427100,terminal,0.59,22,0.094987,"Наблюдаемый получатель: входов=1, вход=6000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,6000.0,0.0,1,0,0.00028760711808089006,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,6000.0,1
100000000723383100,peripheral,0.3,32,0.70303,"Роль неоднозначна: входов=1, выходов=2; оборот=81800.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",2,False,1,2,6800.0,75000.0,1,2,0.0003893195549175227,11.029411764705882,False,0.0002295747996438112,0.8487712665406427,3,1,1.0,0.8,0.0,81800.0,3
100000000724540100,peripheral,0.55,35,0.520184,"Мало связей: входов=1, выходов=1; оборот=150000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",2,False,1,1,50000.0,100000.0,1,1,0.00030963471226613077,2.0,False,1.9131233303650935e-05,0.2580340264650284,2,0,1.0,1.0,0.0,150000.0,2
100000000733373100,terminal,0.59,16,0.18801,"Наблюдаемый получатель: входов=1, вход=10710.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,10710.0,0.0,1,0,0.00030578139777600477,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,10710.0,1
100000000733451100,peripheral,0.55,12,0.690545,"Мало связей: входов=1, выходов=1; оборот=370000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,1,70000.0,300000.0,2,1,0.0005412616148555033,4.285714285714286,False,1.9206257747978978e-05,0.40264650283553877,2,0,1.0,1.0,0.0,370000.0,3
100000000733940100,peripheral,0.2,36,0.521815,"Вход=1, 752000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,752000.0,0.0,2,0,0.0004111852101832481,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,752000.0,2
100000000737152100,peripheral,0.2,0,0.298262,"Вход=1, 35000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,35000.0,0.0,1,0,0.0003445071691804117,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,35000.0,1
100000000749118100,peripheral,0.55,0,0.318928,"Мало связей: входов=1, выходов=1; оборот=26830.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,1,10330.0,16500.0,1,1,0.00028615107947694863,1.5972894482090998,False,1.9131233303650935e-05,0.2580340264650284,2,0,1.0,1.0,0.0,26830.0,2
100000000764836100,peripheral,0.3,8,0.680123,"Роль неоднозначна: входов=1, выходов=2; оборот=301716.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,2,251716.0,50000.0,1,2,0.00033678317937202955,0.1986365586613485,False,3.826246660730187e-05,0.5245746691871456,3,0,1.0,0.5,0.0,301716.0,3
100000000765628100,terminal,0.59,16,0.179397,"Наблюдаемый получатель: входов=1, вход=5000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,5000.0,0.0,1,0,0.0003154241694621746,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,5000.0,1
100000000769919100,terminal,0.59,37,0.482716,"Наблюдаемый получатель: входов=1, вход=250000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,250000.0,0.0,1,0,0.0007354469638244256,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,250000.0,1
100000000782285100,terminal,0.59,0,0.19124,"Наблюдаемый получатель: входов=1, вход=6151.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,6151.0,0.0,1,0,0.0003196030120468737,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,6151.0,1
100000000783406100,terminal,0.59,38,0.117553,"Наблюдаемый получатель: входов=1, вход=6066.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,6066.0,0.0,1,0,0.0002901959794883712,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,6066.0,1
100000000785800100,peripheral,0.55,39,0.402153,"Мало связей: входов=1, выходов=1; оборот=38000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",2,False,1,1,19000.0,19000.0,1,1,0.0003566979785631403,1.0,False,0.0,0.0,2,0,1.0,1.0,0.0,38000.0,2
