gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_tx,out_tx,in_tiyn,in_kzt,out_tiyn,out_kzt,pagerank,pass_through,truncated_by_depth,self_transfer_tiyn,self_transfer_kzt,self_transfer_n_tx,betweenness,betweenness_mode,betweenness_sources,betweenness_percentile,n_peers,external_communities,largest_in_tiyn,largest_in_share,largest_out_tiyn,largest_out_share,temporal_matched_tiyn,same_day_uncertain_tiyn,temporal_outgoing_tiyn,temporal_matched_kzt,temporal_matched_out_share,same_day_uncertain_kzt,same_day_uncertain_out_share,temporal_unmatched_out_share,seed_inflow_incomplete,depth_outflow_incomplete,observation_completeness,turnover_tiyn,turnover_kzt,operation_count,role_score_uncapped,role_score_cap,role_facts,priority_turnover_tiyn,priority_betweenness,priority_pagerank,priority_n_peers,priority_operation_count
100000002343825100,consolidator,0.778657,42,0.742757,Гипотеза сбора: входов=3; вход=350000.00 KZT; выход/вход=0.257; крупнейший вход=43%,3,False,3,2,4,2,35000000,350000.0,8980000,89800.0,0.00033359725354762797,0.25657142857142856,False,0,0.0,0,4.279971989961088e-05,exact,2248,0.6118530884808013,5,1,15000000,0.42857142857142855,5000000,0.5567928730512249,3980000,5000000,8980000,39800.0,0.44320712694877507,50000.0,0.5567928730512249,0.0,False,False,sample_only,43980000,439800.0,6,0.778657,1.0,"{""betweenness"": 4.279971989961088e-05, ""betweenness_percentile"": 0.6118530884808013, ""depth"": 3, ""external_communities"": 1, ""in_deg"": 3, ""in_tiyn"": 35000000, ""is_seed"": false, ""largest_in_tiyn"": 15000000, ""largest_out_tiyn"": 5000000, ""n_peers"": 5, ""observation_completeness"": ""sample_only"", ""out_deg"": 2, ""out_tiyn"": 8980000, ""rule_id"": ""consolidation"", ""same_day_uncertain_out_share"": 0.5567928730512249, ""same_day_uncertain_tiyn"": 5000000, ""score_cap"": 1.0, ""score_uncapped"": 0.778657, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.44320712694877507, ""temporal_matched_tiyn"": 3980000, ""temporal_outgoing_tiyn"": 8980000, ""truncated_by_depth"": false, ""turnover_tiyn"": 43980000, ""window_days"": 7}",0.2508748317631225,0.15296327212020033,0.11664423508299687,0.13748317631224766,0.0847913862718708
100000002346166100,terminal,0.59,22,0.088257,Наблюдаемый получатель: входов=1; вход=6000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны,3,False,1,0,1,0,600000,6000.0,0,0.0,0.00028650576089238805,0.0,False,0,0.0,0,0.0,exact,2248,0.0,1,0,600000,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,600000,6000.0,1,0.59,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 600000, ""is_seed"": false, ""largest_in_tiyn"": 600000, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""observed_terminal"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.59, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 600000, ""window_days"": 7}",0.008142664872139972,0.0,0.00547330641543293,0.04835127860026918,0.02628981606101391
100000002356167100,peripheral,0.3,10,0.636572,"Роль неоднозначна: входов=1, выходов=2; FIFO 1–7д=0%; тот же день=?19%; иные правила не выполнены",3,False,1,2,1,3,30000000,300000.0,2950000,29500.0,0.0002952920464395158,0.09833333333333333,False,0,0.0,0,3.844048916909496e-05,exact,2248,0.5450751252086812,3,0,30000000,1.0,2400000,0.8135593220338984,0,550000,2950000,0.0,0.0,5500.0,0.1864406779661017,0.8135593220338984,False,False,sample_only,32950000,329500.0,4,0.3,1.0,"{""betweenness"": 3.844048916909496e-05, ""betweenness_percentile"": 0.5450751252086812, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 30000000, ""is_seed"": false, ""largest_in_tiyn"": 30000000, ""largest_out_tiyn"": 2400000, ""n_peers"": 3, ""observation_completeness"": ""sample_only"", ""out_deg"": 2, ""out_tiyn"": 2950000, ""rule_id"": ""fallback"", ""same_day_uncertain_out_share"": 0.1864406779661017, ""same_day_uncertain_tiyn"": 550000, ""score_cap"": 1.0, ""score_uncapped"": 0.3, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 2950000, ""truncated_by_depth"": false, ""turnover_tiyn"": 32950000, ""window_days"": 7}",0.23714670255720055,0.1362687813021703,0.06016150740242261,0.12439434724091519,0.07860026917900403
100000002369443100,terminal,0.59,22,0.253645,Наблюдаемый получатель: входов=1; вход=50000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны,3,False,1,0,1,0,5000000,50000.0,0,0.0,0.00029337318317643364,0.0,False,0,0.0,0,0.0,exact,2248,0.0,1,0,5000000,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,5000000,50000.0,1,0.59,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 5000000, ""is_seed"": false, ""largest_in_tiyn"": 5000000, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""observed_terminal"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.59, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 5000000, ""window_days"": 7}",0.12705248990578735,0.0,0.05195154777927322,0.04835127860026918,0.02628981606101391
100000002369454100,peripheral,0.2,8,0.296288,"Входов=1, вход=25000.00 KZT; выход=0; глубина=4: обход обрезан, роль неизвестна",4,False,1,0,1,0,2500000,25000.0,0,0.0,0.0004288818435522478,0.0,True,0,0.0,0,0.0,exact,2248,0.0,1,0,2500000,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,2500000,25000.0,1,0.2,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 4, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 2500000, ""is_seed"": false, ""largest_in_tiyn"": 2500000, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""depth_outflows_incomplete"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""depth_boundary"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.2, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": true, ""turnover_tiyn"": 2500000, ""window_days"": 7}",0.07624495289367429,0.0,0.14540152534768955,0.04835127860026918,0.02628981606101391
100000002369510100,terminal,0.59,22,0.221321,Наблюдаемый получатель: входов=1; вход=37150.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны,3,False,1,0,1,0,3715000,37150.0,0,0.0,0.000291367583713934,0.0,False,0,0.0,0,0.0,exact,2248,0.0,1,0,3715000,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,3715000,37150.0,1,0.59,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 3715000, ""is_seed"": false, ""largest_in_tiyn"": 3715000, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""observed_terminal"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.59, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 3715000, ""window_days"": 7}",0.10491251682368774,0.0,0.041767608793180803,0.04835127860026918,0.02628981606101391
100000002369874100,consolidator,0.835833,4,0.595121,Гипотеза сбора: входов=4; вход=600000.00 KZT; выход/вход=0.000; крупнейший вход=44%,3,False,4,0,4,0,60000000,600000.0,0,0.0,0.0003373478549116593,0.0,False,0,0.0,0,0.0,exact,2248,0.0,4,1,26500000,0.44166666666666665,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,60000000,600000.0,4,0.835833,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 1, ""in_deg"": 4, ""in_tiyn"": 60000000, ""is_seed"": false, ""largest_in_tiyn"": 26500000, ""largest_out_tiyn"": 0, ""n_peers"": 4, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""consolidation"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.835833, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 60000000, ""window_days"": 7}",0.2652086137281292,0.0,0.11843876177658144,0.1328734858681023,0.07860026917900403
100000002371751100,transit,0.81,37,0.605779,"Гипотеза транзита: вход=200000.00, выход=250000.00 KZT; FIFO 1–7д=80%; тот же день=?0%; те же деньги не установлены",1,False,1,1,5,1,20000000,200000.0,25000000,250000.0,0.0005285862410602083,1.25,False,0,0.0,0,1.981468513870874e-07,exact,2248,0.01001669449081803,2,0,20000000,1.0,25000000,1.0,20000000,0,25000000,200000.0,0.8,0.0,0.0,0.2,False,False,sample_only,45000000,450000.0,6,0.81,1.0,"{""betweenness"": 1.981468513870874e-07, ""betweenness_percentile"": 0.01001669449081803, ""depth"": 1, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 20000000, ""is_seed"": false, ""largest_in_tiyn"": 20000000, ""largest_out_tiyn"": 25000000, ""n_peers"": 2, ""observation_completeness"": ""sample_only"", ""out_deg"": 1, ""out_tiyn"": 25000000, ""rule_id"": ""dated_amount_transit"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.81, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.8, ""temporal_matched_tiyn"": 20000000, ""temporal_outgoing_tiyn"": 25000000, ""truncated_by_depth"": false, ""turnover_tiyn"": 45000000, ""window_days"": 7}",0.2528263795423957,0.0025041736227045075,0.1579183490354419,0.10773889636608346,0.0847913862718708
100000002371892100,peripheral,0.2,51,0.277243,"Входов=1, вход=43830.00 KZT; выход=0; глубина=4: обход обрезан, роль неизвестна",4,False,1,0,1,0,4383000,43830.0,0,0.0,0.00030653262004379635,0.0,True,0,0.0,0,0.0,exact,2248,0.0,1,0,4383000,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,4383000,43830.0,1,0.2,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 4, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 4383000, ""is_seed"": false, ""largest_in_tiyn"": 4383000, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""depth_outflows_incomplete"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""depth_boundary"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.2, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": true, ""turnover_tiyn"": 4383000, ""window_days"": 7}",0.11413189771197846,0.0,0.08847016599371915,0.04835127860026918,0.02628981606101391
100000002373144100,peripheral,0.55,0,0.409023,"Мало связей: входов=1, выходов=1; FIFO 1–7д=100%; тот же день=?0%; иные правила не выполнены",3,False,1,1,1,1,4646800,46468.0,1076400,10764.0,0.00028969018116006086,0.2316432813979513,False,0,0.0,0,1.922024458454748e-05,exact,2248,0.2871452420701169,2,0,4646800,1.0,1076400,1.0,1076400,0,1076400,10764.0,1.0,0.0,0.0,0.0,False,False,sample_only,5723200,57232.0,2,0.55,1.0,"{""betweenness"": 1.922024458454748e-05, ""betweenness_percentile"": 0.2871452420701169, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 4646800, ""is_seed"": false, ""largest_in_tiyn"": 4646800, ""largest_out_tiyn"": 1076400, ""n_peers"": 2, ""observation_completeness"": ""sample_only"", ""out_deg"": 1, ""out_tiyn"": 1076400, ""rule_id"": ""fallback"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.55, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 1.0, ""temporal_matched_tiyn"": 1076400, ""temporal_outgoing_tiyn"": 1076400, ""truncated_by_depth"": false, ""turnover_tiyn"": 5723200, ""window_days"": 7}",0.13822341857335127,0.07178631051752922,0.030686406460296096,0.10773889636608346,0.06058770749214895
100000002373386100,terminal,0.59,22,0.174372,Наблюдаемый получатель: входов=1; вход=24000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны,3,False,1,0,1,0,2400000,24000.0,0,0.0,0.0002893151609176794,0.0,False,0,0.0,0,0.0,exact,2248,0.0,1,0,2400000,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,2400000,24000.0,1,0.59,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 2400000, ""is_seed"": false, ""largest_in_tiyn"": 2400000, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""observed_terminal"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.59, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 2400000, ""window_days"": 7}",0.07254374158815612,0.0,0.027187079407806194,0.04835127860026918,0.02628981606101391
100000002380341100,terminal,0.59,0,0.305193,Наблюдаемый получатель: входов=1; вход=57566.40 KZT; выход=0; глубина=3; вне выборки операции неизвестны,3,False,1,0,1,0,5756640,57566.4,0,0.0,0.0003091365365238758,0.0,False,0,0.0,0,0.0,exact,2248,0.0,1,0,5756640,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,5756640,57566.4,1,0.59,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 5756640, ""is_seed"": false, ""largest_in_tiyn"": 5756640, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""observed_terminal"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.59, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 5756640, ""window_days"": 7}",0.13849259757738897,0.0,0.09205921938088829,0.04835127860026918,0.02628981606101391
100000002391278100,peripheral,0.55,46,0.43072,"Мало связей: входов=1, выходов=1; FIFO 1–7д=38%; тот же день=?0%; иные правила не выполнены",3,False,1,1,5,2,3000000,30000.0,5270000,52700.0,0.0003913223411329357,1.7566666666666666,False,0,0.0,0,0.0,exact,2248,0.0,1,0,3000000,1.0,5270000,1.0,2000000,0,5270000,20000.0,0.3795066413662239,0.0,0.0,0.6204933586337761,False,False,sample_only,8270000,82700.0,7,0.55,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 3000000, ""is_seed"": false, ""largest_in_tiyn"": 3000000, ""largest_out_tiyn"": 5270000, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 1, ""out_tiyn"": 5270000, ""rule_id"": ""fallback"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.55, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.3795066413662239, ""temporal_matched_tiyn"": 2000000, ""temporal_outgoing_tiyn"": 5270000, ""truncated_by_depth"": false, ""turnover_tiyn"": 8270000, ""window_days"": 7}",0.15740242261103632,0.0,0.13808882907133244,0.04835127860026918,0.08687752355316286
100000002394199100,peripheral,0.55,1,0.567463,"Мало связей: входов=1, выходов=1; FIFO 1–7д=0%; тот же день=?100%; иные правила не выполнены",3,False,1,1,3,1,27739800,277398.0,7677700,76777.0,0.0029678523915121872,0.2767756076107254,False,0,0.0,0,0.0,exact,2248,0.0,1,0,27739800,1.0,7677700,1.0,0,7677700,7677700,0.0,0.0,76777.0,1.0,0.0,False,False,sample_only,35417500,354175.0,4,0.55,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 27739800, ""is_seed"": false, ""largest_in_tiyn"": 27739800, ""largest_out_tiyn"": 7677700, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 1, ""out_tiyn"": 7677700, ""rule_id"": ""fallback"", ""same_day_uncertain_out_share"": 1.0, ""same_day_uncertain_tiyn"": 7677700, ""score_cap"": 1.0, ""score_uncapped"": 0.55, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 7677700, ""truncated_by_depth"": false, ""turnover_tiyn"": 35417500, ""window_days"": 7}",0.24104979811574698,0.0,0.19946164199192462,0.04835127860026918,0.07860026917900403
100000002398779100,consolidator,0.95,0,0.77283,Гипотеза сбора: входов=13; вход=1095690.00 KZT; выход/вход=0.060; крупнейший вход=23%,2,False,13,1,28,3,109569000,1095690.0,6600000,66000.0,0.0016005031258790243,0.06023601566136407,False,0,0.0,0,1.2780471914467137e-05,exact,2248,0.20868113522537562,14,2,25495500,0.23268899049913752,6600000,1.0,6600000,0,6600000,66000.0,1.0,0.0,0.0,0.0,False,False,sample_only,116169000,1161690.0,31,0.95,1.0,"{""betweenness"": 1.2780471914467137e-05, ""betweenness_percentile"": 0.20868113522537562, ""depth"": 2, ""external_communities"": 2, ""in_deg"": 13, ""in_tiyn"": 109569000, ""is_seed"": false, ""largest_in_tiyn"": 25495500, ""largest_out_tiyn"": 6600000, ""n_peers"": 14, ""observation_completeness"": ""sample_only"", ""out_deg"": 1, ""out_tiyn"": 6600000, ""rule_id"": ""consolidation"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.95, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 1.0, ""temporal_matched_tiyn"": 6600000, ""temporal_outgoing_tiyn"": 6600000, ""truncated_by_depth"": false, ""turnover_tiyn"": 116169000, ""window_days"": 7}",0.2810228802153432,0.052170283806343906,0.19506505159264245,0.14643337819650068,0.09813817855540602
100000002404112100,peripheral,0.2,14,0.330182,"Входов=1, вход=60000.00 KZT; выход=0; глубина=4: обход обрезан, роль неизвестна",4,False,1,0,1,0,6000000,60000.0,0,0.0,0.0003300834785756558,0.0,True,0,0.0,0,0.0,exact,2248,0.0,1,0,6000000,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,6000000,60000.0,1,0.2,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 4, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 6000000, ""is_seed"": false, ""largest_in_tiyn"": 6000000, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""depth_outflows_incomplete"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""depth_boundary"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.2, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": true, ""turnover_tiyn"": 6000000, ""window_days"": 7}",0.14104979811574697,0.0,0.1144908030506954,0.04835127860026918,0.02628981606101391
100000002432143100,terminal,0.59,2,0.348217,Наблюдаемый получатель: входов=1; вход=81310.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны,2,False,1,0,1,0,8131000,81310.0,0,0.0,0.00033525669770259663,0.0,False,0,0.0,0,0.0,exact,2248,0.0,1,0,8131000,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,8131000,81310.0,1,0.59,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 2, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 8131000, ""is_seed"": false, ""largest_in_tiyn"": 8131000, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""observed_terminal"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.59, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 8131000, ""window_days"": 7}",0.15612382234185732,0.0,0.11745177209510992,0.04835127860026918,0.02628981606101391
100000002433697100,peripheral,0.55,10,0.493769,"Мало связей: входов=1, выходов=1; FIFO 1–7д=0%; тот же день=?100%; иные правила не выполнены",3,False,1,1,1,1,13000000,130000.0,11000000,110000.0,0.0002897824868469217,0.8461538461538461,False,0,0.0,0,1.922024458454748e-05,exact,2248,0.2871452420701169,2,0,13000000,1.0,11000000,1.0,0,11000000,11000000,0.0,0.0,110000.0,1.0,0.0,False,False,sample_only,24000000,240000.0,2,0.55,1.0,"{""betweenness"": 1.922024458454748e-05, ""betweenness_percentile"": 0.2871452420701169, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 13000000, ""is_seed"": false, ""largest_in_tiyn"": 13000000, ""largest_out_tiyn"": 11000000, ""n_peers"": 2, ""observation_completeness"": ""sample_only"", ""out_deg"": 1, ""out_tiyn"": 11000000, ""rule_id"": ""fallback"", ""same_day_uncertain_out_share"": 1.0, ""same_day_uncertain_tiyn"": 11000000, ""score_cap"": 1.0, ""score_uncapped"": 0.55, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 11000000, ""truncated_by_depth"": false, ""turnover_tiyn"": 24000000, ""window_days"": 7}",0.22234185733512785,0.07178631051752922,0.031314490803050696,0.10773889636608346,0.06058770749214895
100000002435265100,terminal,0.59,0,0.358535,Наблюдаемый получатель: входов=1; вход=132628.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны,3,False,1,0,3,0,13262800,132628.0,0,0.0,0.00029303889880759933,0.0,False,0,0.0,0,0.0,exact,2248,0.0,1,0,13262800,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,13262800,132628.0,3,0.59,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 3, ""external_communities"": 0, ""in_deg"": 1, ""in_tiyn"": 13262800, ""is_seed"": false, ""largest_in_tiyn"": 13262800, ""largest_out_tiyn"": 0, ""n_peers"": 1, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""observed_terminal"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.59, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 13262800, ""window_days"": 7}",0.18748317631224765,0.0,0.05024674742036788,0.04835127860026918,0.0724540152534769
100000002443664100,consolidator,0.78458,24,0.579397,Гипотеза сбора: входов=3; вход=556880.00 KZT; выход/вход=0.000; крупнейший вход=75%,2,False,3,0,3,0,55688000,556880.0,0,0.0,0.0003387703864093913,0.0,False,0,0.0,0,0.0,exact,2248,0.0,3,2,42000000,0.7542019824737825,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,55688000,556880.0,3,0.78458,1.0,"{""betweenness"": 0.0, ""betweenness_percentile"": 0.0, ""depth"": 2, ""external_communities"": 2, ""in_deg"": 3, ""in_tiyn"": 55688000, ""is_seed"": false, ""largest_in_tiyn"": 42000000, ""largest_out_tiyn"": 0, ""n_peers"": 3, ""observation_completeness"": ""sample_only"", ""out_deg"": 0, ""out_tiyn"": 0, ""rule_id"": ""consolidation"", ""same_day_uncertain_out_share"": 0.0, ""same_day_uncertain_tiyn"": 0, ""score_cap"": 1.0, ""score_uncapped"": 0.78458, ""self_transfer_n_tx"": 0, ""self_transfer_tiyn"": 0, ""temporal_matched_out_share"": 0.0, ""temporal_matched_tiyn"": 0, ""temporal_outgoing_tiyn"": 0, ""truncated_by_depth"": false, ""turnover_tiyn"": 55688000, ""window_days"": 7}",0.26285329744279945,0.0,0.11969493046209063,0.12439434724091519,0.0724540152534769
