gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,truncated_by_depth,betweenness,betweenness_mode,betweenness_sources,betweenness_percentile,n_peers,external_communities,largest_in_share,largest_out_share,temporal_out_share,temporal_matched_kzt,temporal_matched_out_share,same_day_uncertain_kzt,same_day_uncertain_out_share,temporal_unmatched_out_share,seed_inflow_incomplete,depth_outflow_incomplete,observation_completeness,turnover_kzt,operation_count,role_score_uncapped,role_score_cap
100000000274067100,peripheral,0.3,1,0.692132,"Роль неоднозначна: входов=2, выходов=3; оборот=3486704.00 KZT; FIFO 1–7д=0%; в тот же день=?7%; правила иных ролей не выполнены",1,False,2,3,517704.0,2969000.0,9,9,0.0004137036512851875,5.734937338710924,False,1.1888811083225246e-06,exact,2248,0.09849749582637729,4,0,0.5794817115571833,0.9767598518019536,0.018524755810037048,5000.0,0.001684068710003368,217704.0,0.07332569888851465,0.9249902324014819,False,False,sample_only,3486704.0,18,0.3,1.0
100000000287768100,terminal,0.59,0,0.198105,"Наблюдаемый получатель: входов=1, вход=35168.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,35168.0,0.0,1,0,0.0002886880716986401,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,35168.0,1,0.59,1.0
100000000288317100,peripheral,0.3,0,0.678992,"Роль неоднозначна: входов=2, выходов=3; оборот=153500.00 KZT; FIFO 1–7д=56%; в тот же день=?31%; правила иных ролей не выполнены",3,False,2,3,100000.0,53500.0,2,3,0.0003128334856204945,0.535,False,5.8255174307803695e-05,exact,2248,0.6569282136894825,5,1,0.5,0.5607476635514018,0.5607476635514018,30000.0,0.5607476635514018,16500.0,0.308411214953271,0.1308411214953271,False,False,sample_only,153500.0,5,0.3,1.0
100000000291906100,peripheral,0.3,6,0.851177,"Роль неоднозначна: входов=2, выходов=2; оборот=843854.00 KZT; FIFO 1–7д=2%; в тот же день=?35%; правила иных ролей не выполнены",2,False,2,2,388000.0,455854.0,3,6,0.0007629373053537488,1.1748814432989692,False,7.806985944651244e-05,exact,2248,0.7161936560934892,3,1,0.979381443298969,0.6482338643513055,0.12174950751775789,8000.0,0.017549478561118253,160354.0,0.3517661356486945,0.6306843857901873,False,False,sample_only,843854.0,9,0.3,1.0
100000000291908100,peripheral,0.55,6,0.711594,"Мало связей: входов=1, выходов=1; оборот=308800.00 KZT; FIFO 1–7д=100%; в тот же день=?0%; правила иных ролей не выполнены",3,False,1,1,295500.0,13300.0,5,1,0.0007065527083397005,0.045008460236886635,False,1.981468513870874e-05,exact,2248,0.4073455759599332,2,0,1.0,1.0,1.0,13300.0,1.0,0.0,0.0,0.0,False,False,sample_only,308800.0,6,0.55,1.0
100000000297649100,peripheral,0.55,7,0.485767,"Мало связей: входов=1, выходов=1; оборот=110600.00 KZT; FIFO 1–7д=0%; в тот же день=?0%; правила иных ролей не выполнены",2,False,1,1,40000.0,70600.0,1,2,0.0008091385858414708,1.765,False,0.0,exact,2248,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,sample_only,110600.0,3,0.55,1.0
100000000299820100,peripheral,0.2,8,0.244493,"Вход=1, 10000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,10000.0,0.0,1,0,0.0004501620352243438,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,10000.0,1,0.2,1.0
100000000307908100,terminal,0.59,9,0.141532,"Наблюдаемый получатель: входов=1, вход=5000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,5000.0,0.0,1,0,0.0002964337747494595,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,5000.0,1,0.59,1.0
100000000331309100,coordinator,0.898331,10,0.985441,"Гипотеза связующего: соседей=104, внешних сообществ=13; посредничество=0.00456; не доказательство управления",2,False,5,99,984635.0,23001375.0,8,126,0.0008756899038073762,23.360306103276848,False,0.0045572340502675075,exact,2248,0.991652754590985,104,13,0.3249935255196088,0.09006113764937966,0.6672137209188581,0.0,0.0,984635.0,0.04280765823782274,0.9571923417621773,False,False,sample_only,23986010.0,134,0.898331,1.0
100000000332284100,peripheral,0.3,10,0.857905,"Роль неоднозначна: входов=10, выходов=3; оборот=396926.00 KZT; FIFO 1–7д=10%; в тот же день=?0%; правила иных ролей не выполнены",2,False,10,3,107426.0,289500.0,12,3,0.0007170946224349074,2.69487833485376,False,0.00010913726639027337,exact,2248,0.7545909849749582,13,4,0.22085900992310986,0.9430051813471503,1.0,28000.0,0.09671848013816926,0.0,0.0,0.9032815198618307,False,False,sample_only,396926.0,15,0.3,1.0
100000000343175100,coordinator,0.88798,11,0.963037,"Гипотеза связующего: соседей=39, внешних сообществ=10; посредничество=0.00109; не доказательство управления; seed: вход неполон",0,True,8,31,178712.0,4000039.0,14,33,0.0007132581979384051,22.382598818210305,False,0.0010946926090299827,exact,2248,0.9398998330550918,39,10,0.3290209946729934,0.15549848388978207,0.9702627899377981,0.0,0.0,173212.0,0.04330257779986645,0.9566974222001335,True,False,seed_inflows_incomplete,4178751.0,47,0.88798,1.0
100000000369781100,peripheral,0.2,10,0.238795,"Вход=1, 5000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,5000.0,0.0,1,0,0.0005324777910582564,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,5000.0,1,0.2,1.0
100000000375150100,peripheral,0.2,12,0.491734,"Вход=1, 300000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,300000.0,0.0,1,0,0.0007463802351751578,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,300000.0,1,0.2,1.0
100000000404740100,peripheral,0.2,13,0.322622,"Вход=1, 25000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,25000.0,0.0,1,0,0.0005579900727464834,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,25000.0,1,0.2,1.0
100000000408846100,terminal,0.59,14,0.247342,"Наблюдаемый получатель: входов=1, вход=40500.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,40500.0,0.0,1,0,0.0002957255734808806,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,40500.0,1,0.59,1.0
100000000413678100,peripheral,0.3,8,0.74625,"Роль неоднозначна: входов=2, выходов=3; оборот=834698.00 KZT; FIFO 1–7д=25%; в тот же день=?1%; правила иных ролей не выполнены",3,False,2,3,306500.0,528198.0,2,18,0.00030069885417385005,1.723321370309951,False,5.7660733753642434e-05,exact,2248,0.6469115191986644,5,1,0.5106035889070146,0.8002642948288331,0.25085100663008947,132499.0,0.25085100663008947,6000.0,0.011359376597412334,0.7377896167724982,False,False,sample_only,834698.0,20,0.3,1.0
100000000424935100,peripheral,0.2,15,0.193237,"Вход=1, 15000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,15000.0,0.0,1,0,0.00030144797323543743,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,15000.0,1,0.2,1.0
100000000425407100,terminal,0.59,2,0.220132,"Наблюдаемый получатель: входов=1, вход=20000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,20000.0,0.0,1,0,0.0003050945932713814,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,20000.0,1,0.59,1.0
100000000437046100,coordinator,0.89399,0,0.976135,"Гипотеза связующего: соседей=48, внешних сообществ=7; посредничество=0.00220; не доказательство управления",2,False,9,42,1107200.0,7606224.0,20,73,0.0007924860106097877,6.86978323699422,False,0.002197148494797041,exact,2248,0.9699499165275459,48,7,0.4895231213872832,0.14527352862603046,0.718001336799968,482661.0,0.06345605914314383,560562.0,0.07369780327268827,0.862846137584168,False,False,sample_only,8713424.0,93,0.89399,1.0
100000000440392100,terminal,0.59,16,0.369572,"Наблюдаемый получатель: входов=1, вход=105705.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,105705.0,0.0,4,0,0.0002969344900653258,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,105705.0,4,0.59,1.0
100000000456947100,peripheral,0.0,17,0.0,"Связей=0, операций=0; изолирован, данных для роли нет; seed: вход неполон",0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,exact,2248,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,no_operations;seed_inflows_incomplete,0.0,0,0.0,1.0
100000000470237100,peripheral,0.2,15,0.346961,"Вход=1, 32500.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,32500.0,0.0,1,0,0.000584633394176413,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,32500.0,1,0.2,1.0
100000000481716100,terminal,0.59,18,0.222533,"Наблюдаемый получатель: входов=1, вход=8000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,8000.0,0.0,1,0,0.0003771539261882796,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,8000.0,1,0.59,1.0
100000000489417100,peripheral,0.3,12,0.630952,"Роль неоднозначна: входов=3, выходов=1; оборот=153504.00 KZT; FIFO 1–7д=0%; в тот же день=?25%; правила иных ролей не выполнены",2,False,3,1,73504.0,80000.0,3,1,0.0005517574141078734,1.0883761427949499,False,1.4045481435864878e-05,exact,2248,0.21035058430717862,4,1,0.38778841967784067,1.0,0.0,0.0,0.0,20000.0,0.25,0.75,False,False,sample_only,153504.0,4,0.3,1.0
100000000490383100,distributor,0.748323,16,0.825024,"Гипотеза распределения: входов=3, получателей=8; выход=461375.00 KZT; крупнейший выход=74%; источник средств неизвестен",2,False,3,8,62600.0,461375.0,3,9,0.0005480373500605439,7.37020766773163,False,5.1650279261567445e-05,exact,2248,0.6310517529215359,11,2,0.8242811501597445,0.7445136819290166,0.0,0.0,0.0,5000.0,0.01083717149823896,0.9891628285017611,False,False,sample_only,523975.0,12,0.748323,1.0
100000000500040100,peripheral,0.2,0,0.221658,"Вход=1, 20000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,20000.0,0.0,1,0,0.00030605044673656407,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,20000.0,1,0.2,1.0
100000000507799100,peripheral,0.55,19,0.394743,"Мало связей: входов=1, выходов=1; оборот=13132.00 KZT; FIFO 1–7д=64%; в тот же день=?0%; правила иных ролей не выполнены",1,False,1,1,5132.0,8000.0,1,1,0.0002861210768679897,1.558846453624318,False,0.00011532146750728487,exact,2248,0.7621035058430717,2,1,1.0,1.0,1.0,5132.0,0.6415,0.0,0.0,0.3585,False,False,sample_only,13132.0,2,0.55,1.0
100000000533217100,terminal,0.59,0,0.388863,"Наблюдаемый получатель: входов=1, вход=53587.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,53587.0,0.0,1,0,0.0006536029907362595,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,53587.0,1,0.59,1.0
100000000534581100,peripheral,0.3,8,0.507666,"Роль неоднозначна: входов=2, выходов=1; оборот=95960.00 KZT; FIFO 1–7д=22%; в тот же день=?0%; правила иных ролей не выполнены",3,False,2,1,55960.0,40000.0,2,1,0.0002984533219886514,0.7147962830593281,False,1.922024458454748e-05,exact,2248,0.2871452420701169,3,1,0.839385275196569,1.0,1.0,8988.0,0.2247,0.0,0.0,0.7753,False,False,sample_only,95960.0,3,0.3,1.0
100000000542087100,peripheral,0.2,20,0.094067,"Вход=1, 8506.91 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,8506.91,0.0,1,0,0.0002864146027372091,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,8506.91,1,0.2,1.0
100000000552584100,peripheral,0.55,21,0.673777,"Мало связей: входов=1, выходов=1; оборот=2557500.00 KZT; FIFO 1–7д=100%; в тот же день=?0%; правила иных ролей не выполнены",3,False,1,1,2500000.0,57500.0,3,1,0.0013254360037725061,0.023,False,0.0,exact,2248,0.0,2,0,1.0,1.0,1.0,57500.0,1.0,0.0,0.0,0.0,False,False,sample_only,2557500.0,4,0.55,1.0
100000000555721100,terminal,0.63,0,0.452019,"Наблюдаемый получатель: входов=2, вход=113000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,2,0,113000.0,0.0,3,0,0.00030809196179581376,0.0,False,0.0,exact,2248,0.0,2,0,0.8407079646017699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,113000.0,3,0.63,1.0
100000000557536100,peripheral,0.2,20,0.409231,"Вход=1, 153000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,153000.0,0.0,7,0,0.00030077248827335636,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,153000.0,7,0.2,1.0
100000000560751100,terminal,0.59,12,0.321097,"Наблюдаемый получатель: входов=1, вход=25000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,25000.0,0.0,1,0,0.0005524500973404968,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,25000.0,1,0.59,1.0
100000000561160100,peripheral,0.2,2,0.443955,"Вход=1, 240000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,240000.0,0.0,1,0,0.00043625462329844033,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,240000.0,1,0.2,1.0
100000000569479100,terminal,0.59,0,0.45028,"Наблюдаемый получатель: входов=1, вход=320000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,320000.0,0.0,1,0,0.0003949532398197791,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,320000.0,1,0.59,1.0
100000000572276100,peripheral,0.55,22,0.331759,"Мало связей: входов=1, выходов=1; оборот=47622.00 KZT; FIFO 1–7д=0%; в тот же день=?0%; правила иных ролей не выполнены",3,False,1,1,13075.0,34547.0,1,1,0.00028761001118010675,2.6422179732313578,False,1.387027959709612e-06,exact,2248,0.11519198664440734,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,sample_only,47622.0,2,0.55,1.0
100000000580561100,peripheral,0.3,23,0.715999,"Роль неоднозначна: входов=2, выходов=3; оборот=1516057.00 KZT; FIFO 1–7д=1%; в тот же день=?1%; правила иных ролей не выполнены; seed: вход неполон",0,True,2,3,27980.0,1488077.0,3,13,0.0008349888856684654,53.183595425303785,False,1.1888811083225246e-06,exact,2248,0.09849749582637729,3,0,0.6676197283774125,0.5342465477256889,0.8107624807049635,9300.0,0.006249676596036361,18680.0,0.012553113850963358,0.9811972095530003,True,False,seed_inflows_incomplete,1516057.0,16,0.3,1.0
100000000581662100,peripheral,0.2,24,0.222286,"Вход=1, 21160.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,21160.0,0.0,1,0,0.00030291662853066217,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,21160.0,1,0.2,1.0
100000000581682100,peripheral,0.2,15,0.114883,"Вход=1, 5000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,5000.0,0.0,1,0,0.0002908621872233397,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,5000.0,1,0.2,1.0
100000000583220100,peripheral,0.55,25,0.625753,"Мало связей: входов=1, выходов=1; оборот=766255.00 KZT; FIFO 1–7д=1%; в тот же день=?0%; правила иных ролей не выполнены",3,False,1,1,5000.0,761255.0,1,4,0.0002981132552282115,152.251,False,1.9616538287321655e-05,exact,2248,0.3831385642737897,2,1,1.0,1.0,0.052544810871521366,5000.0,0.006568101358940171,0.0,0.0,0.9934318986410599,False,False,sample_only,766255.0,5,0.55,1.0
100000000594783100,peripheral,0.55,21,0.688829,"Мало связей: входов=1, выходов=2; оборот=2787500.00 KZT; FIFO 1–7д=100%; в тот же день=?0%; правила иных ролей не выполнены",3,False,1,2,2635000.0,152500.0,10,2,0.0013815888060884878,0.05787476280834915,False,0.0,exact,2248,0.0,2,0,1.0,0.6065573770491803,1.0,152500.0,1.0,0.0,0.0,0.0,False,False,sample_only,2787500.0,12,0.55,1.0
100000000596954100,peripheral,0.3,2,0.713638,"Роль неоднозначна: входов=1, выходов=2; оборот=168100.00 KZT; FIFO 1–7д=100%; в тот же день=?0%; правила иных ролей не выполнены",2,False,1,2,120000.0,48100.0,1,2,0.0005156144546495897,0.4008333333333333,False,4.834783173844933e-05,exact,2248,0.6293823038397329,3,0,1.0,0.8274428274428275,1.0,48100.0,1.0,0.0,0.0,0.0,False,False,sample_only,168100.0,3,0.3,1.0
100000000600707100,peripheral,0.2,26,0.445256,"Вход=1, 89000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,89000.0,0.0,2,0,0.0005701602511841814,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,89000.0,2,0.2,1.0
100000000607731100,peripheral,0.55,27,0.447333,"Мало связей: входов=1, выходов=1; оборот=86666.00 KZT; FIFO 1–7д=0%; в тот же день=?0%; правила иных ролей не выполнены",1,False,1,1,20000.0,66666.0,1,1,0.0003175358448925586,3.3333,False,5.944405541612623e-07,exact,2248,0.052587646076794656,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,sample_only,86666.0,2,0.55,1.0
100000000607941100,peripheral,0.55,16,0.714285,"Мало связей: входов=2, выходов=1; оборот=120000.00 KZT; FIFO 1–7д=29%; в тот же день=?14%; правила иных ролей не выполнены",2,False,2,1,50000.0,70000.0,3,4,0.0005785720589504693,1.4,False,5.7660733753642434e-05,exact,2248,0.6469115191986644,2,0,0.6,1.0,0.2857142857142857,20000.0,0.2857142857142857,10000.0,0.14285714285714285,0.5714285714285714,False,False,sample_only,120000.0,7,0.55,1.0
100000000608031100,peripheral,0.2,28,0.330451,"Вход=1, 30000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,30000.0,0.0,1,0,0.0005386366709608575,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,30000.0,1,0.2,1.0
100000000611474100,terminal,0.59,29,0.346961,"Наблюдаемый получатель: входов=1, вход=32000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,32000.0,0.0,1,0,0.0005956216679556007,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,32000.0,1,0.59,1.0
100000000625169100,terminal,0.59,22,0.120446,"Наблюдаемый получатель: входов=1, вход=10000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,10000.0,0.0,1,0,0.00028896566732328953,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,10000.0,1,0.59,1.0
100000000627521100,peripheral,0.2,30,0.086754,"Вход=1, 6500.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,6500.0,0.0,1,0,0.00028609897888673294,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,6500.0,1,0.2,1.0
100000000629812100,terminal,0.63,31,0.303611,"Наблюдаемый получатель: входов=2, вход=22000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,2,0,22000.0,0.0,2,0,0.0002979840074392023,0.0,False,0.0,exact,2248,0.0,2,1,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,22000.0,2,0.63,1.0
100000000634341100,peripheral,0.2,0,0.352142,"Вход=1, 24000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,24000.0,0.0,2,0,0.00055493827193886,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,24000.0,2,0.2,1.0
100000000640800100,peripheral,0.3,8,0.774682,"Роль неоднозначна: входов=1, выходов=4; оборот=598135.00 KZT; FIFO 1–7д=12%; в тот же день=?3%; правила иных ролей не выполнены",3,False,1,4,80000.0,518135.0,1,6,0.00030324034248046286,6.4766875,False,0.00014517495482809593,exact,2248,0.8080133555926544,5,1,1.0,0.8213033282831694,0.3694674167929208,63888.0,0.1233037721829253,16112.0,0.031096142897121405,0.8456000849199533,False,False,sample_only,598135.0,7,0.3,1.0
100000000646541100,consolidator,0.819289,0,0.437046,Гипотеза сбора: отправителей=3; вход=25300.00 KZT; выход/вход=0.00; крупнейший вход=41%,2,False,3,0,25300.0,0.0,4,0,0.0005058630830440055,0.0,False,0.0,exact,2248,0.0,3,1,0.40711462450592883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,25300.0,4,0.819289,1.0
